지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
175,2019-06-30 18:00,20.8,,3.2,290,92,22.5,19.4,949.9,1003.3,0,,,,,,,,,,,25.2,,,,
175,2019-06-30 19:00,19.8,,2.9,320,96,22.1,19.1,950.2,1003.9,0,,,,,,,,,,,22.9,,,,
175,2019-06-30 20:00,18.9,,2.6,320,96,20.9,18.2,950.6,1004.6,0,,,,,,,,,,,21.1,,,,
175,2019-06-30 21:00,18.6,,4.4,320,96,20.5,17.9,951,1004.6,,,,,,,,,,,,19.7,,,,
175,2019-06-30 22:00,18.6,,3.5,320,96,20.5,17.9,951.4,1005,,,,,,,,,,,,19.2,,,,
175,2019-06-30 23:00,18.5,,2.3,320,96,20.4,17.8,951.6,1005.3,,,,,,,,,,,,18.7,,,,
175,2019-07-01 00:00,18.8,,4.5,290,94,20.4,17.8,951.7,1005.3,,,,,,,,,,,,18.7,,,,
175,2019-07-01 01:00,18.7,,2.8,320,94,20.2,17.7,951.2,1004.8,,,,,,,,,,,,18.2,,,,
175,2019-07-01 02:00,18.8,,3.9,320,87,18.8,16.5,951.1,1004.7,,,,,,,,,,,,17.8,,,,
175,2019-07-01 03:00,18.5,,3.2,320,94,20,17.5,950.8,1004.4,,,,,,,,,,,,17.5,,,,
175,2019-07-01 04:00,18.6,,5.1,320,92,19.6,17.2,950.9,1004.5,,,,,,,,,,,,17.4,,,,
175,2019-07-01 05:00,19.1,,5.1,340,87,19.1,16.8,951.1,1005.1,,,,,,,,,,,,17.7,,,,
175,2019-07-01 06:00,19.2,,4.9,340,85,18.9,16.6,951.6,1005.6,0,,,,,,,,,,,18.2,,,,
175,2019-07-01 07:00,19.6,,5,360,84,19.1,16.8,952,1005.9,0,,,,,,,,,,,19.8,,,,
175,2019-07-01 08:00,20.1,,2.7,20,84,19.7,17.3,952.2,1005.9,0,,,,,,,,,,,21,,,,
175,2019-07-01 09:00,20.7,,2.5,20,84,20.4,17.8,952.3,1005.8,0,,,,,,,,,,,22.8,,,,
175,2019-07-01 10:00,22.6,,.6,90,82,22.4,19.3,952.4,1005.4,0,,,,,,,,,,,24.1,,,,
175,2019-07-01 11:00,22.1,,1.2,270,81,21.4,18.6,953.2,1006.4,0,,,,,,,,,,,24.9,,,,
175,2019-07-01 12:00,20.8,.2,1.3,270,96,23.5,20.1,953.5,1007.1,0,,,,,,,,,,,24.4,,,,
175,2019-07-01 13:00,21.1,.9,2.5,160,94,23.4,20,952.7,1006.1,0,,,,,,,,,,,24.9,,,,
175,2019-07-01 14:00,21,,1.5,270,92,22.8,19.6,952.9,1006.4,0,,,,,,,,,,,24.4,,,,
175,2019-07-01 15:00,20.5,.1,2.7,270,96,23.1,19.8,953.2,1006.9,0,,,,,,,,,,,23.9,,,,
175,2019-07-01 16:00,20.3,,1.5,250,95,22.5,19.4,953.4,1007.1,0,,,,,,,,,,,23.9,,,,
175,2019-07-01 17:00,20,,3.4,290,96,22.4,19.3,952.9,1006.7,0,,,,,,,,,,,23.5,,,,
175,2019-07-01 18:00,19.5,,4.1,320,96,21.7,18.8,953.2,1007.2,0,,,,,,,,,,,22.4,,,,
175,2019-07-01 19:00,19.6,,3.9,290,96,21.8,18.9,953.5,1007.5,0,,,,,,,,,,,21.7,,,,
175,2019-07-01 20:00,19.4,,2.8,290,96,21.6,18.7,954,1008.1,0,,,,,,,,,,,20.8,,,,
175,2019-07-01 21:00,19.3,,3.4,290,96,21.4,18.6,954.3,1008.4,,,,,,,,,,,,20.4,,,,
175,2019-07-01 22:00,19.3,,3.6,290,96,21.4,18.6,954.6,1008.7,,,,,,,,,,,,20.2,,,,
175,2019-07-01 23:00,19.2,,4.9,290,96,21.3,18.5,954.9,1009.1,,,,,,,,,,,,20,,,,
175,2019-07-02 00:00,18.6,,4.8,290,96,20.5,17.9,954.9,1008.7,,,,,,,,,,,,19.5,,,,
175,2019-07-02 01:00,18.7,,4.5,290,96,20.6,18,954.9,1008.7,,,,,,,,,,,,19.4,,,,
175,2019-07-02 02:00,19.1,,4,320,96,21.2,18.4,954.7,1008.9,,,,,,,,,,,,19.5,,,,
175,2019-07-02 03:00,19,,4,320,96,21,18.3,954.6,1008.8,,,,,,,,,,,,19.5,,,,
175,2019-07-02 04:00,19,,2.6,320,96,21,18.3,954.7,1008.9,,,,,,,,,,,,19.6,,,,
175,2019-07-02 05:00,18.9,,4.3,340,96,20.9,18.2,954.9,1009.2,,,,,,,,,,,,19.4,,,,
175,2019-07-02 06:00,18.9,,2.9,340,96,20.9,18.2,955.2,1009.5,0,,,,,,,,,,,19.5,,,,
175,2019-07-02 07:00,19,,1.4,340,96,21,18.3,955.5,1009.8,0,,,,,,,,,,,20.3,,,,
175,2019-07-02 08:00,19.1,,1.8,360,96,21.2,18.4,956.1,1010.4,0,,,,,,,,,,,21.9,,,,
175,2019-07-02 09:00,20.2,,1.7,360,96,22.7,19.5,956.3,1010.2,.1,,,,,,,,,,,24.9,,,,
175,2019-07-02 10:00,21.1,,1.3,340,96,24,20.4,956.2,1009.8,0,,,,,,,,,,,25.9,,,,
175,2019-07-02 11:00,22.4,,1.8,340,88,23.8,20.3,956.3,1009.5,.2,,,,,,,,,,,29.4,,,,
175,2019-07-02 12:00,22.9,,2.6,320,84,23.4,20,956.2,1009.3,.4,,,,,,,,,,,29,,,,
175,2019-07-02 13:00,24.4,,2.2,320,76,23.1,19.8,956.4,1009.6,.8,,,,,,,,,,,33,,,,
175,2019-07-02 14:00,25,,3.4,320,74,23.4,20,956.1,1009.1,.9,,,,,,,,,,,35.7,,,,
175,2019-07-02 15:00,25.2,,3.7,320,74,23.7,20.2,955.9,1008.8,1,,,,,,,,,,,36.8,,,,
175,2019-07-02 16:00,22.5,,1.8,320,81,22,19,955.9,1009.1,.9,,,,,,,,,,,32,,,,
175,2019-07-02 17:00,22.7,,3.1,320,77,21.2,18.4,955.7,1008.8,1,,,,,,,,,,,30,,,,
175,2019-07-02 18:00,22.3,,3.7,320,82,22,19,955.7,1008.9,.9,,,,,,,,,,,27.1,,,,
175,2019-07-02 19:00,20.5,,3.7,320,90,21.6,18.7,955.9,1009.7,.8,,,,,,,,,,,24.1,,,,
175,2019-07-02 20:00,18.6,,4.7,320,96,20.5,17.9,956,1009.9,0,,,,,,,,,,,20.8,,,,
175,2019-07-02 21:00,18.6,,5.4,320,96,20.5,17.9,956.3,1010.2,,,,,,,,,,,,20.1,,,,
175,2019-07-02 22:00,18.3,,4.3,320,96,20.1,17.6,956.6,1010.6,,,,,,,,,,,,19.4,,,,
175,2019-07-02 23:00,18.1,,.3,0,96,19.9,17.4,956.6,1010.7,,,,,,,,,,,,19.1,,,,
175,2019-07-03 00:00,18.3,,.9,320,96,20.1,17.6,956.3,1010.3,,,,,,,,,,,,18.8,,,,
175,2019-07-03 01:00,18.3,,.1,0,96,20.1,17.6,956.1,1010.1,,,,,,,,,,,,18.2,,,,
175,2019-07-03 02:00,18.3,,0,0,95,19.9,17.4,956,1010,,,,,,,,,,,,17.9,,,,
175,2019-07-03 03:00,18.3,,3.4,340,96,20.1,17.6,956.1,1010.1,,,,,,,,,,,,18.3,,,,
175,2019-07-03 04:00,18.1,,6.1,360,96,19.9,17.4,955.6,1009.6,,,,,,,,,,,,18.6,,,,
175,2019-07-03 05:00,18.1,,6,360,96,19.9,17.4,955.4,1009.4,,,,,,,,,,,,18.6,,,,
175,2019-07-03 06:00,17.9,,3.4,20,96,19.6,17.2,955.3,1009.4,0,,,,,,,,,,,18.8,,,,
175,2019-07-03 07:00,18,,3,20,96,19.7,17.3,955,1009,0,,,,,,,,,,,19.9,,,,
175,2019-07-03 08:00,17.9,,3.5,70,96,19.6,17.2,955.1,1009.2,0,,,,,,,,,,,20.4,,,,
175,2019-07-03 09:00,18.1,,3.5,90,96,19.9,17.4,954.6,1008.6,0,,,,,,,,,,,22,,,,
175,2019-07-03 10:00,19.3,,3,110,80,17.8,15.7,954.7,1008.8,.6,,,,,,,,,,,24.7,,,,
175,2019-07-03 11:00,22,,2.4,90,70,18.4,16.2,955.1,1008.4,.8,,,,,,,,,,,31.1,,,,
175,2019-07-03 12:00,21.8,,2.8,110,67,17.4,15.3,954.1,1007.4,.6,,,,,,,,,,,30.7,,,,
175,2019-07-03 13:00,23,,1.8,110,63,17.6,15.5,953.5,1006.4,.4,,,,,,,,,,,31.2,,,,
175,2019-07-03 14:00,22.7,,1.6,140,70,19.2,16.9,953.1,1006.1,.2,,,,,,,,,,,28.9,,,,
175,2019-07-03 15:00,22.7,,1,110,69,19,16.7,953,1006,.1,,,,,,,,,,,29.3,,,,
175,2019-07-03 16:00,24.3,,1.2,180,70,21.2,18.4,952.7,1005.7,.5,,,,,,,,,,,30.8,,,,
175,2019-07-03 17:00,23.3,,.7,140,70,20,17.5,952.6,1005.4,.5,,,,,,,,,,,30.1,,,,
175,2019-07-03 18:00,22.8,,1.2,290,77,21.3,18.5,952.8,1005.7,1,,,,,,,,,,,26.4,,,,
175,2019-07-03 19:00,20.9,,.7,340,85,20.9,18.2,953,1006.5,.9,,,,,,,,,,,23.3,,,,
175,2019-07-03 20:00,19,,4.5,340,92,20.1,17.6,953.4,1007.6,0,,,,,,,,,,,20.4,,,,
175,2019-07-03 21:00,18.4,,4.7,340,93,19.6,17.2,953.9,1007.7,,,,,,,,,,,,19,,,,
175,2019-07-03 22:00,18.6,,2.9,360,87,18.5,16.3,954,1007.8,,,,,,,,,,,,18.1,,,,
175,2019-07-03 23:00,19.7,,.4,0,82,18.8,16.5,954,1008,,,,,,,,,,,,17.4,,,,
175,2019-07-04 00:00,18.4,,2.9,360,85,17.9,15.8,954,1007.9,,,,,,,,,,,,17.1,,,,
175,2019-07-04 01:00,18.2,,2.9,320,88,18.3,16.1,953.8,1007.7,,,,,,,,,,,,16.6,,,,
175,2019-07-04 02:00,18.2,,4,340,86,17.9,15.8,953.5,1007.4,,,,,,,,,,,,16.3,,,,
175,2019-07-04 03:00,18,,5,360,87,17.8,15.7,953.6,1007.6,,,,,,,,,,,,16.1,,,,
175,2019-07-04 04:00,17.7,,5.9,360,92,18.5,16.3,953.9,1008,,,,,,,,,,,,16,,,,
175,2019-07-04 05:00,17.4,,4.8,360,96,19,16.7,953.9,1008.1,,,,,,,,,,,,15.9,,,,
175,2019-07-04 06:00,18,,4.5,20,73,15,13,953.7,1007.7,.2,,,,,,,,,,,15.4,,,,
175,2019-07-04 07:00,18.5,,4.1,20,86,18.3,16.1,953.5,1007.3,1,,,,,,,,,,,17.7,,,,
175,2019-07-04 08:00,20,,1.8,70,77,17.9,15.8,954,1007.9,1,,,,,,,,,,,23.1,,,,
175,2019-07-04 09:00,20.6,,1.9,20,77,18.6,16.4,954.1,1007.8,1,,,,,,,,,,,26,,,,
175,2019-07-04 10:00,21.6,,1.7,70,73,18.8,16.5,953.8,1007.2,.9,,,,,,,,,,,28.6,,,,
175,2019-07-04 11:00,23.7,,1.6,50,68,19.9,17.4,953.7,1006.4,1,,,,,,,,,,,34.5,,,,
175,2019-07-04 12:00,25,,1.6,50,66,20.8,18.1,953.8,1006.7,1,,,,,,,,,,,37.1,,,,
175,2019-07-04 13:00,25.4,,1.3,90,61,19.7,17.3,953.5,1006.3,1,,,,,,,,,,,38.7,,,,
175,2019-07-04 14:00,27.8,,1.4,140,62,23.1,19.8,953.1,1005.2,1,,,,,,,,,,,39.5,,,,
175,2019-07-04 15:00,27.6,,1.9,160,65,24,20.4,952.7,1004.9,1,,,,,,,,,,,38.7,,,,
175,2019-07-04 16:00,27,,1.5,180,67,23.8,20.3,952.8,1005.1,1,,,,,,,,,,,36.3,,,,
175,2019-07-04 17:00,25.2,,1,180,72,22.9,19.7,952.6,1005.4,1,,,,,,,,,,,32,,,,
175,2019-07-04 18:00,24,,.6,160,70,20.8,18.1,952.5,1005.6,1,,,,,,,,,,,27.8,,,,
175,2019-07-04 19:00,22.1,,1.8,270,79,20.9,18.2,952.4,1005.5,1,,,,,,,,,,,24,,,,
175,2019-07-04 20:00,20.5,,1.5,290,84,20.1,17.6,953.1,1006.8,0,,,,,,,,,,,21.6,,,,
175,2019-07-04 21:00,21.3,,.2,0,74,18.6,16.4,953,1006.4,,,,,,,,,,,,20.1,,,,
175,2019-07-04 22:00,21,,.9,270,76,18.9,16.6,953.3,1006.8,,,,,,,,,,,,19.7,,,,
175,2019-07-04 23:00,21,,2.1,50,76,18.9,16.6,952.8,1006.3,,,,,,,,,,,,19.4,,,,
175,2019-07-05 00:00,21.5,,1,90,69,17.6,15.5,952.2,1005.5,,,,,,,,,,,,19.1,,,,
175,2019-07-05 01:00,20.3,,3.3,20,76,18.1,15.9,951.9,1005.6,,,,,,,,,,,,18.7,,,,
175,2019-07-05 02:00,20.1,,3.1,20,70,16.4,14.4,951.3,1005,,,,,,,,,,,,18.2,,,,
175,2019-07-05 03:00,20.7,,2.9,50,67,16.3,14.3,951,1004.5,,,,,,,,,,,,17.9,,,,
175,2019-07-05 04:00,20.5,,2.9,20,72,17.3,15.2,951.1,1004.6,,,,,,,,,,,,17.7,,,,
175,2019-07-05 05:00,20.4,,1.6,110,77,18.4,16.2,950.9,1004.5,,,,,,,,,,,,17.9,,,,
175,2019-07-05 06:00,20.8,,1.8,70,73,17.8,15.7,951,1004.4,0,,,,,,,,,,,18.3,,,,
175,2019-07-05 07:00,21.2,,2,140,71,17.8,15.7,950.9,1004.2,0,,,,,,,,,,,20.4,,,,
175,2019-07-05 08:00,23.1,,1.6,140,72,20.2,17.7,951,1003.7,.4,,,,,,,,,,,27.9,,,,
175,2019-07-05 09:00,24.5,,1.7,160,72,22.1,19.1,950.9,1003.7,.2,,,,,,,,,,,32.7,,,,
175,2019-07-05 10:00,25.1,,1.8,140,69,22,19,950.8,1003.5,.1,,,,,,,,,,,34.6,,,,
175,2019-07-05 11:00,26.9,,2.2,160,70,24.7,20.9,950.4,1002.6,.7,,,,,,,,,,,41.2,,,,
175,2019-07-05 12:00,27,,2,160,68,24.1,20.5,950.3,1002.5,1,,,,,,,,,,,41.8,,,,
175,2019-07-05 13:00,28.4,,2.6,160,59,22.8,19.6,949.9,1001.7,1,,,,,,,,,,,47.1,,,,
175,2019-07-05 14:00,28.4,,2.2,160,57,22,19,949.7,1001.5,.8,,,,,,,,,,,48.3,,,,
175,2019-07-05 15:00,28.5,,3.4,160,61,23.7,20.2,949.2,1001,1,,,,,,,,,,,48,,,,
175,2019-07-05 16:00,27.5,,2.7,160,58,21.2,18.4,948.9,1000.9,1,,,,,,,,,,,45.7,,,,
175,2019-07-05 17:00,26.4,,2,180,57,19.5,17.1,948.9,1001.2,1,,,,,,,,,,,41.7,,,,
175,2019-07-05 18:00,25.3,,1.9,180,57,18.3,16.1,948.9,1001.4,1,,,,,,,,,,,31.1,,,,
175,2019-07-05 19:00,23,,1,110,72,20.1,17.6,949.1,1001.8,1,,,,,,,,,,,24.4,,,,
175,2019-07-05 20:00,21.1,,1.9,140,80,20,17.5,949.1,1002.3,0,,,,,,,,,,,21.6,,,,
175,2019-07-05 21:00,20.7,,3.3,140,81,19.7,17.3,949.5,1002.9,,,,,,,,,,,,20,,,,
175,2019-07-05 22:00,21.1,,2.7,110,80,20,17.5,949.6,1002.9,,,,,,,,,,,,19.1,,,,
175,2019-07-05 23:00,20.4,,1.1,90,82,19.6,17.2,949.5,1003,,,,,,,,,,,,18.5,,,,
175,2019-07-06 00:00,20.1,,1.7,140,79,18.5,16.3,949.4,1003,,,,,,,,,,,,17.9,,,,
175,2019-07-06 01:00,20.9,,1.9,140,74,18.2,16,949.4,1002.7,,,,,,,,,,,,17.8,,,,
175,2019-07-06 02:00,19.7,,3.6,140,80,18.3,16.1,949.1,1002.8,,,,,,,,,,,,17.2,,,,
175,2019-07-06 03:00,20.8,,2.5,140,78,19.1,16.8,949.1,1002.4,,,,,,,,,,,,17.5,,,,
175,2019-07-06 04:00,20.3,,1.8,140,79,18.8,16.5,949.3,1002.8,,,,,,,,,,,,17.3,,,,
175,2019-07-06 05:00,20.5,,3,110,82,19.7,17.3,949.3,1002.7,,,,,,,,,,,,17.4,,,,
175,2019-07-06 06:00,20.4,,2.7,110,84,20,17.5,949.6,1003.1,.1,,,,,,,,,,,17.7,,,,
175,2019-07-06 07:00,21.7,,4.2,140,75,19.4,17,949.9,1003,1,,,,,,,,,,,20.1,,,,
175,2019-07-06 08:00,22.9,,5.1,140,69,19.2,16.9,949.9,1002.6,1,,,,,,,,,,,32.7,,,,
175,2019-07-06 09:00,24,,5.3,140,64,19,16.7,950,1002.9,1,,,,,,,,,,,38.6,,,,
175,2019-07-06 10:00,26.3,,3.3,160,58,19.7,17.3,950.4,1002.8,1,,,,,,,,,,,43.7,,,,
175,2019-07-06 11:00,27.1,,3.5,160,55,19.6,17.2,950.6,1002.8,1,,,,,,,,,,,46.5,,,,
175,2019-07-06 12:00,27.7,,3.6,160,57,21.2,18.4,950.3,1002.3,1,,,,,,,,,,,48.8,,,,
175,2019-07-06 13:00,26.3,,3.9,180,59,20.1,17.6,950.2,1002.6,1,,,,,,,,,,,49.5,,,,
175,2019-07-06 14:00,25.7,,5.1,160,60,19.7,17.3,949.8,1002.3,1,,,,,,,,,,,49.6,,,,
175,2019-07-06 15:00,25.9,,6,160,59,19.6,17.2,949.6,1002,1,,,,,,,,,,,48.5,,,,
175,2019-07-06 16:00,25.5,,7.1,160,63,20.5,17.9,949.4,1001.9,1,,,,,,,,,,,45.7,,,,
175,2019-07-06 17:00,24.4,,5.8,160,69,21,18.3,949.3,1002.1,1,,,,,,,,,,,41,,,,
175,2019-07-06 18:00,23.2,,5.7,160,74,21,18.3,949.6,1002.2,1,,,,,,,,,,,30.4,,,,
175,2019-07-06 19:00,20.7,,5.2,160,83,20.2,17.7,950.1,1003.5,1,,,,,,,,,,,22.7,,,,
175,2019-07-06 20:00,19.2,,6.6,160,80,17.7,15.6,950.2,1004.1,.1,,,,,,,,,,,19.4,,,,
175,2019-07-06 21:00,18.6,,6,160,77,16.4,14.4,951.4,1005,,,,,,,,,,,,18.2,,,,
175,2019-07-06 22:00,17.3,,5.8,160,89,17.5,15.4,951.9,1006,,,,,,,,,,,,17.3,,,,
175,2019-07-06 23:00,16.9,,6.3,160,94,18.1,15.9,951.7,1005.9,,,,,,,,,,,,16.9,,,,
175,2019-07-07 00:00,16.8,,5.6,160,95,18.1,15.9,951.7,1005.9,,,,,,,,,,,,16.5,,,,
175,2019-07-07 01:00,16.7,,6.2,160,96,18.2,16,951.5,1005.8,,,,,,,,,,,,16.2,,,,
175,2019-07-07 02:00,16.7,,7.4,160,96,18.2,16,951.3,1005.5,,,,,,,,,,,,16.1,,,,
175,2019-07-07 03:00,17.1,,6.5,160,96,18.6,16.4,951.5,1005.6,,,,,,,,,,,,16.7,,,,
175,2019-07-07 04:00,17,,4.6,140,96,18.5,16.3,952.1,1006.3,,,,,,,,,,,,16.3,,,,
175,2019-07-07 05:00,17.3,,5.5,140,96,18.9,16.6,951.9,1006,,,,,,,,,,,,17.2,,,,
175,2019-07-07 06:00,17.2,,8,140,96,18.8,16.5,951.4,1005.5,0,,,,,,,,,,,17.4,,,,
175,2019-07-07 07:00,17.2,,6.3,140,96,18.8,16.5,952.2,1006.3,0,,,,,,,,,,,18.1,,,,
175,2019-07-07 08:00,19.6,,6.6,160,86,19.5,17.1,952.2,1006.1,1,,,,,,,,,,,28,,,,
175,2019-07-07 09:00,21.3,,7.1,160,76,19.1,16.8,951.9,1005.2,1,,,,,,,,,,,36.1,,,,
175,2019-07-07 10:00,22.1,,9.9,160,71,18.8,16.5,951.1,1004.1,1,,,,,,,,,,,38.7,,,,
175,2019-07-07 11:00,22.1,,8.7,160,73,19.4,17,951.5,1004.6,.8,,,,,,,,,,,36,,,,
175,2019-07-07 12:00,24.5,,8.2,160,64,19.6,17.2,951.8,1004.7,1,,,,,,,,,,,47.1,,,,
175,2019-07-07 13:00,22.7,,6.1,160,77,21.2,18.4,951.8,1004.7,.5,,,,,,,,,,,39.9,,,,
175,2019-07-07 14:00,20.1,,4.9,160,82,19.2,16.9,952.6,1006.4,.2,,,,,,,,,,,30.5,,,,
175,2019-07-07 15:00,19.3,,6,160,84,18.8,16.5,953.1,1007.1,0,,,,,,,,,,,25.8,,,,
175,2019-07-07 16:00,18.5,,8.3,160,82,17.4,15.3,953.3,1007.1,0,,,,,,,,,,,22.9,,,,
175,2019-07-07 17:00,18.4,,9.1,140,85,17.9,15.8,952.1,1005.8,0,,,,,,,,,,,22.3,,,,
175,2019-07-07 18:00,19.2,,7.5,160,81,17.9,15.8,951.9,1005.9,.3,,,,,,,,,,,24,,,,
175,2019-07-07 19:00,18.2,,6.7,160,83,17.3,15.2,952.4,1006.2,.1,,,,,,,,,,,19.7,,,,
175,2019-07-07 20:00,17.8,,7.4,160,85,17.3,15.2,953.2,1007.2,0,,,,,,,,,,,18.3,,,,
175,2019-07-07 21:00,17.6,,7.7,160,87,17.5,15.4,953,1007,,,,,,,,,,,,17.8,,,,
175,2019-07-07 22:00,16.6,.4,9.7,140,100,18.8,16.5,952.3,1006.6,,,,,,,,,,,,17.3,,,,
175,2019-07-07 23:00,16.6,.2,9.6,160,100,18.8,16.5,951.8,1006.1,,,,,,,,,,,,17.2,,,,
175,2019-07-08 00:00,16.7,1.3,6.7,180,96,18.2,16,953.2,1007.5,,,,,,,,,,,,17.3,,,,
175,2019-07-08 01:00,16.7,1.5,10.4,140,96,18.2,16,951.9,1006.2,,,,,,,,,,,,17.2,,,,
175,2019-07-08 02:00,16.5,,9.4,160,96,17.9,15.8,952,1006.3,,,,,,,,,,,,17,,,,
175,2019-07-08 03:00,16.2,,5.4,140,96,17.6,15.5,952.5,1007,,,,,,,,,,,,16.6,,,,
175,2019-07-08 04:00,16,,7.4,140,96,17.4,15.3,952.6,1007.1,,,,,,,,,,,,16.3,,,,
175,2019-07-08 05:00,15.6,,6.6,140,96,16.9,14.9,952.9,1007.6,,,,,,,,,,,,15.6,,,,
175,2019-07-08 06:00,15.9,,5.9,160,96,17.3,15.2,952.8,1007.4,0,,,,,,,,,,,16.5,,,,
175,2019-07-08 07:00,16,,7.6,140,95,17.2,15.1,952.7,1007.2,0,,,,,,,,,,,17.1,,,,
175,2019-07-08 08:00,17.1,,6.9,140,91,17.7,15.6,952.9,1007.1,.1,,,,,,,,,,,21.1,,,,
175,2019-07-08 09:00,17.7,,4.3,140,89,17.9,15.8,952.6,1006.6,0,,,,,,,,,,,23.7,,,,
175,2019-07-08 10:00,21.8,,4.8,140,78,20.2,17.7,952.6,1005.8,.8,,,,,,,,,,,36,,,,
175,2019-07-08 11:00,23.9,,2.1,160,72,21.3,18.5,952.9,1006,1,,,,,,,,,,,40.1,,,,
175,2019-07-08 12:00,23,,2.3,140,75,21,18.3,952.6,1005.5,.9,,,,,,,,,,,38.6,,,,
175,2019-07-08 13:00,23.9,,2.6,140,69,20.4,17.8,952.2,1005.3,.9,,,,,,,,,,,42.7,,,,
175,2019-07-08 14:00,25.6,,2.6,160,63,20.6,18,952.2,1004.8,1,,,,,,,,,,,45.5,,,,
175,2019-07-08 15:00,22.1,,.8,270,78,20.6,18,952.4,1005.5,.5,,,,,,,,,,,31.2,,,,
175,2019-07-08 16:00,20.5,,2.3,270,78,18.8,16.5,952.4,1006,.1,,,,,,,,,,,28,,,,
175,2019-07-08 17:00,20.4,,3.2,290,78,18.6,16.4,952.3,1005.9,0,,,,,,,,,,,26.8,,,,
175,2019-07-08 18:00,19.9,,2.5,290,80,18.5,16.3,952.4,1006.2,0,,,,,,,,,,,25.1,,,,
175,2019-07-08 19:00,18.6,,3.2,290,84,17.9,15.8,952.8,1006.5,0,,,,,,,,,,,21.7,,,,
175,2019-07-08 20:00,18.1,,3.1,290,87,17.9,15.8,953,1006.9,0,,,,,,,,,,,20.5,,,,
175,2019-07-08 21:00,18,,3.2,290,87,17.8,15.7,953.1,1007,,,,,,,,,,,,19.8,,,,
175,2019-07-08 22:00,17.5,,2.6,270,90,17.9,15.8,953.1,1007.2,,,,,,,,,,,,19,,,,
175,2019-07-08 23:00,17.6,,2.7,290,91,18.3,16.1,953,1007,,,,,,,,,,,,19.2,,,,
175,2019-07-09 00:00,17.4,,1.6,180,92,18.2,16,952.9,1007,,,,,,,,,,,,18.2,,,,
175,2019-07-09 01:00,17,,2.1,290,92,17.7,15.6,952.4,1006.6,,,,,,,,,,,,17.2,,,,
175,2019-07-09 02:00,17.5,,3,320,90,17.9,15.8,952.3,1006.3,,,,,,,,,,,,17.6,,,,
175,2019-07-09 03:00,17.7,,3.7,320,89,17.9,15.8,952.1,1006.1,,,,,,,,,,,,18,,,,
175,2019-07-09 04:00,17.9,,1.5,360,87,17.7,15.6,952.2,1006.1,,,,,,,,,,,,18.4,,,,
175,2019-07-09 05:00,17.9,,1.6,50,87,17.7,15.6,952.2,1006.1,,,,,,,,,,,,18.3,,,,
175,2019-07-09 06:00,18.2,,1.4,110,81,16.8,14.8,952.3,1006.1,0,,,,,,,,,,,18.2,,,,
175,2019-07-09 07:00,18.4,,1.1,90,84,17.7,15.6,952.3,1006.1,0,,,,,,,,,,,20.4,,,,
175,2019-07-09 08:00,19.8,,2.6,140,82,18.9,16.6,952.5,1006.3,0,,,,,,,,,,,24.9,,,,
175,2019-07-09 09:00,20.5,,3.6,140,79,19,16.7,952.6,1006.2,0,,,,,,,,,,,28.5,,,,
175,2019-07-09 10:00,22.3,,2,140,75,20.1,17.6,952.6,1005.7,0,,,,,,,,,,,33.8,,,,
175,2019-07-09 11:00,24,,2.4,160,71,21.2,18.4,952.7,1005.8,.4,,,,,,,,,,,40.6,,,,
175,2019-07-09 12:00,23.2,,2.4,160,75,21.3,18.5,952.4,1005.2,0,,,,,,,,,,,35,,,,
175,2019-07-09 13:00,23,,2.9,160,72,20.1,17.6,952.3,1005.1,0,,,,,,,,,,,33.6,,,,
175,2019-07-09 14:00,20.9,,1.6,180,78,19.2,16.9,952.2,1005.7,0,,,,,,,,,,,28.4,,,,
175,2019-07-09 15:00,23.7,,3.2,140,72,21,18.3,951.5,1004.1,.1,,,,,,,,,,,38.9,,,,
175,2019-07-09 16:00,22.1,,1.9,140,72,19.1,16.8,951.7,1004.8,.4,,,,,,,,,,,31.2,,,,
175,2019-07-09 17:00,20.5,,2.6,140,78,18.8,16.5,951.1,1004.6,0,,,,,,,,,,,25.6,,,,
175,2019-07-09 18:00,21.5,,2.7,140,78,19.9,17.4,950.9,1004.1,0,,,,,,,,,,,27,,,,
175,2019-07-09 19:00,19.5,,1.8,140,85,19.2,16.9,950.9,1004.7,0,,,,,,,,,,,22.7,,,,
175,2019-07-09 20:00,19,,4.2,140,86,18.8,16.5,951.1,1005.1,0,,,,,,,,,,,20.8,,,,
175,2019-07-09 21:00,18.9,,1.9,140,87,18.9,16.6,951.9,1006,,,,,,,,,,,,20.3,,,,
175,2019-07-09 22:00,18.5,,3,160,90,19.1,16.8,952.4,1006.1,,,,,,,,,,,,19.9,,,,
175,2019-07-09 23:00,18.4,,3.4,160,93,19.6,17.2,952.3,1006.1,,,,,,,,,,,,19.7,,,,
175,2019-07-10 00:00,18.1,,3.7,140,95,19.6,17.2,952,1005.8,,,,,,,,,,,,19.4,,,,
175,2019-07-10 01:00,18,,5.6,140,96,19.7,17.3,951,1004.8,,,,,,,,,,,,18.7,,,,
